有價證券代號,名稱,上市日,產業別
4725,信昌化,2007/10/02,化學工業
4737,華廣,2010/12/23,生技醫療業
4739,康普,2017/09/08,化學工業
4746,台耀,2011/03/01,生技醫療業
4755,三福化,2013/11/27,化學工業
4763,材料-KY,2015/11/09,化學工業
4764,雙鍵,2018/01/04,化學工業
4766,南寶,2018/11/28,化學工業
4807,日成-KY,2017/06/26,貿易百貨業
4904,遠傳,2005/08/24,通信網路業
4906,正文,2003/06/30,通信網路業
4912,聯德控股-KY,2015/05/21,電子零組件業
4915,致伸,2012/10/05,電子零組件業
4916,事欣科,2013/11/21,電腦及週邊設備業
4919,新唐,2010/09/27,半導體業
4927,泰鼎-KY,2015/09/08,電子零組件業
4930,燦星網,2010/06/21,電器電纜
4934,太極,2010/03/10,光電業
4935,茂林-KY,2011/07/28,光電業
4938,和碩,2010/06/24,電腦及週邊設備業
4942,嘉彰,2011/06/27,光電業
4943,康控-KY,2016/11/11,電子零組件業
4952,凌通,2011/11/01,半導體業
4956,光鋐,2011/10/24,光電業
4958,臻鼎-KY,2011/12/26,電子零組件業
4960,誠美材,2011/10/24,光電業
4961,天鈺,2018/10/17,半導體業
4967,十銓,2019/01/14,半導體業
4968,立積,2015/11/13,半導體業
4976,佳凌,2012/11/20,光電業
4977,眾達-KY,2013/11/20,通信網路業
4989,榮科,2018/06/28,電子零組件業
4994,傳奇,2013/12/25,資訊服務業
4999,鑫禾,2013/06/03,電子零組件業
5007,三星,2011/09/16,鋼鐵工業
5203,訊連,2004/09/27,資訊服務業
5215,科嘉-KY,2011/12/26,電腦及週邊設備業
5225,東科-KY,2012/11/05,其他電子業
5234,達興材料,2012/07/16,光電業
5243,乙盛-KY,2013/11/25,光電業
5258,虹堡,2016/12/30,電腦及週邊設備業
5259,清惠,2013/12/03,光電業
5264,鎧勝-KY,2013/01/25,電腦及週邊設備業
5269,祥碩,2012/12/12,半導體業
5284,jpp-KY,2017/03/09,其他業
5285,界霖,2014/02/25,半導體業
5288,豐祥-KY,2014/09/25,電機機械
5305,敦南,2004/07/19,半導體業
5388,中磊,2007/12/03,通信網路業
5434,崇越,2003/08/25,電子通路業
5469,瀚宇博,2003/08/25,電子零組件業
5471,松翰,2003/08/25,半導體業
5484,慧友,2003/08/25,光電業
5515,建國,2003/10/06,建材營造業
5519,隆大,2014/02/10,建材營造業
5521,工信,2012/12/18,建材營造業
5522,遠雄,2007/08/06,建材營造業
5525,順天,2004/11/26,建材營造業
5531,鄉林,2005/01/31,建材營造業
5533,皇鼎,2008/04/30,建材營造業
5534,長虹,2004/05/24,建材營造業
5538,東明-KY,2013/12/16,鋼鐵工業
5607,遠雄港,2004/12/02,航運業
5608,四維航,2003/08/25,航運業
5706,鳳凰,2011/10/21,觀光事業
5871,中租-KY,2011/12/13,其他業
5876,上海商銀,2018/10/19,金融保險業
5880,合庫金,2011/12/01,金融保險業
5906,台南-KY,2011/10/24,貿易百貨業
5907,大洋-KY,2012/06/06,貿易百貨業
6005,群益證,2005/11/21,金融保險業
6024,群益期,2017/10/16,金融保險業
6108,競國,2008/12/30,電子零組件業
6112,聚碩,2003/08/04,資訊服務業
6115,鎰勝,2004/07/19,電子零組件業
6116,彩晶,2004/09/06,光電業
6117,迎廣,2003/08/25,電腦及週邊設備業
6120,達運,2006/09/13,光電業
6128,上福,2003/06/16,電腦及週邊設備業
6131,悠克,2004/09/27,光電業
6133,金橋,2003/08/15,電子零組件業
6136,富爾特,2003/08/25,通信網路業
6139,亞翔,2003/08/25,其他電子業
6141,柏承,2003/10/22,電子零組件業
6142,友勁,2003/08/04,通信網路業
6152,百一,2009/12/08,通信網路業
6153,嘉聯益,2008/01/21,電子零組件業
6155,鈞寶,2006/08/18,電子零組件業
6164,華興,2008/10/21,光電業
6165,捷泰,2003/08/04,電子零組件業
6166,凌華,2004/11/08,電腦及週邊設備業
6168,宏齊,2003/08/25,光電業
6172,互億,2004/05/24,電腦及週邊設備業
6176,瑞儀,2007/05/15,光電業
6177,達麗,2013/08/01,建材營造業
6183,關貿,2011/12/01,資訊服務業
6184,大豐電,2005/02/15,其他業
6189,豐藝,2004/05/24,電子通路業
6191,精成科,2007/10/19,電子零組件業
6192,巨路,2004/09/27,其他電子業
6196,帆宣,2004/05/24,其他電子業
6197,佳必琪,2004/11/08,電子零組件業
6201,亞弘電,2004/09/27,其他電子業
6202,盛群,2004/09/27,半導體業
6205,詮欣,2008/01/21,電子零組件業
6206,飛捷,2004/08/03,電腦及週邊設備業
6209,今國光,2004/11/08,光電業
6213,聯茂,2008/01/21,電子零組件業
6214,精誠,2010/12/30,資訊服務業
6215,和椿,2007/12/31,其他電子業
6216,居易,2004/09/27,通信網路業
6224,聚鼎,2009/09/17,電子零組件業
6225,天瀚,2004/09/27,光電業
6226,光鼎,2008/11/10,光電業
6230,超眾,2010/09/16,電腦及週邊設備業
6235,華孚,2004/08/23,電腦及週邊設備業
6239,力成,2004/11/08,半導體業
6243,迅杰,2009/12/17,半導體業
6251,定穎,2009/03/18,電子零組件業
6257,矽格,2003/08/25,半導體業
6269,台郡,2003/09/23,電子零組件業
6271,同欣電,2007/11/16,半導體業
6277,宏正,2003/10/30,電腦及週邊設備業
6278,台表科,2010/08/24,光電業
6281,全國電,2005/12/08,電子通路業
6282,康舒,2003/09/08,電子零組件業
6283,淳安,2018/07/01,其他電子業
6285,啟碁,2003/09/22,通信網路業
6288,聯嘉,2018/05/09,光電業
6289,華上,2003/08/28,光電業
6405,悅城,2013/11/28,光電業
6409,旭隼,2014/03/31,其他電子業
6412,群電,2013/11/08,電子零組件業
6414,樺漢,2014/03/28,電腦及週邊設備業
6415,矽力-KY,2013/12/12,半導體業
6416,瑞祺電通,2018/04/16,通信網路業
6431,光麗-KY,2014/12/04,光電業
6442,光聖,2015/07/14,通信網路業
6443,元晶,2015/10/01,光電業
6449,鈺邦,2014/12/09,電子零組件業
6451,訊芯-KY,2015/01/26,半導體業
6452,康友-KY,2015/03/25,生技醫療業
6456,GIS-KY,2015/06/12,光電業
6464,台數科,2015/12/16,其他業
6477,安集,2016/06/21,光電業
6504,南六,2013/05/07,其他業
6505,台塑化,2003/12/26,油電燃氣業
6525,捷敏-KY,2016/04/12,半導體業
6531,愛普,2016/05/31,半導體業
6533,晶心科,2017/03/14,半導體業
6541,泰福-KY,2017/10/26,生技醫療業
6552,易華電,2017/01/10,半導體業
6558,興能高,2018/12/05,其他電子業
6573,虹揚-KY,2017/09/26,半導體業
6579,研揚,2017/08/21,電腦及週邊設備業
6581,鋼聯,2018/01/30,其他業
6582,申豐,2017/06/14,橡膠工業
6591,動力-KY,2017/12/28,電腦及週邊設備業
6605,帝寶,2004/03/17,電機機械
6625,必應,2018/02/07,其他業
6641,基士德-KY,2018/09/21,其他業
6655,科定,2018/11/28,其他業
6666,羅麗芬-KY,2018/11/19,生技醫療業
6668,中揚光,2018/12/12,光電業
6669,緯穎,2019/03/27,電腦及週邊設備業
6670,復盛應用,2018/12/18,其他業
6671,三能-KY,2018/12/11,其他業
6674,鋐寶科技,2018/11/28,通信網路業
8011,台通,2011/09/19,通信網路業
8016,矽創,2003/12/25,半導體業
8021,尖點,2008/01/21,其他電子業
8028,昇陽半導體,2018/07/10,半導體業
8033,雷虎,2007/06/21,其他業
8039,台虹,2009/12/17,電子零組件業
8046,南電,2006/04/07,電子零組件業
8070,長華,2007/12/31,電子通路業
8072,陞泰,2005/08/19,電子通路業
8081,致新,2008/12/30,半導體業
8101,華冠,2004/07/01,通信網路業
8103,瀚荃,2009/09/29,電子零組件業
8104,錸寶,2019/01/17,光電業
8105,凌巨,2006/12/27,光電業
8110,華東,2007/10/31,半導體業
8112,至上,2007/12/31,電子通路業
8114,振樺電,2012/11/26,電腦及週邊設備業
8131,福懋科,2007/11/29,半導體業
8150,南茂,2014/04/11,半導體業
8163,達方,2007/11/28,電腦及週邊設備業
8201,無敵,2007/10/29,其他電子業
8210,勤誠,2011/12/01,電腦及週邊設備業
8213,志超,2009/12/25,電子零組件業
8215,明基材,2010/11/12,光電業
8222,寶一,2015/01/27,電機機械
8249,菱光,2005/05/17,電子零組件業
8261,富鼎,2009/12/11,半導體業
8271,宇瞻,2010/12/29,半導體業
8341,日友,2015/03/23,其他業
8367,建新國際,2018/09/12,航運業
8374,羅昇,2008/12/25,電機機械
8404,百和興業-KY,2011/05/18,其他業
8411,福貞-KY,2011/11/01,其他業
8422,可寧衛,2011/10/05,其他業
8427,基勝-KY,2011/12/06,其他業
8429,金麗-KY,2012/12/20,貿易百貨業
8442,威宏-KY,2016/11/08,其他業
8443,阿瘦,2014/09/15,貿易百貨業
8454,富邦媒,2014/12/19,貿易百貨業
8462,柏文,2019/03/15,觀光事業
8463,潤泰材,2015/07/13,其他業
8464,億豐,2015/12/22,其他業
8466,美喆-KY,2016/11/01,其他業
8467,波力-KY,2015/12/15,其他業
8473,山林水,2016/09/08,其他業
8478,東哥遊艇,2017/12/11,其他業
8480,泰昇-KY,2017/01/17,其他業
8481,政伸,2017/02/24,其他業
8482,商億-KY,2018/08/15,其他業
8488,吉源-KY,2016/12/13,其他業
8497,聯廣,2018/03/23,其他業
8499,鼎炫-KY,2017/11/24,其他業
8926,台汽電,2003/08/25,油電燃氣業
8940,新天地,2009/05/15,觀光事業
8996,高力,2014/02/14,電機機械
9802,鈺齊-KY,2012/10/18,其他業
9902,台火,1964/07/14,其他業
9904,寶成,1990/01/19,其他業
9905,大華,1990/08/08,其他業
9906,欣巴巴,1990/12/15,建材營造業
9907,統一實,1991/01/29,其他業
9908,大台北,1991/02/06,油電燃氣業
9910,豐泰,1992/02/18,其他業
9911,櫻花,1992/07/16,其他業
9912,偉聯,1992/08/08,電腦及週邊設備業
9914,美利達,1992/09/30,其他業
9917,中保,1993/12/08,其他業
9918,欣天然,1994/04/26,油電燃氣業
9919,康那香,1994/11/04,其他業
9921,巨大,1994/12/29,其他業
9924,福興,1995/03/15,其他業
9925,新保,1995/12/09,其他業
9926,新海,1998/04/08,油電燃氣業
9927,泰銘,1999/03/12,其他業
9928,中視,1999/08/09,其他業
9929,秋雨,1999/06/28,其他業
9930,中聯資源,1999/11/22,其他業
9931,欣高,2000/03/21,油電燃氣業
9933,中鼎,1993/05/28,其他業
9934,成霖,2000/09/11,其他業
9935,慶豐富,2000/09/11,其他業
9937,全國,2000/09/11,油電燃氣業
9938,百和,2001/01/12,其他業
9939,宏全,2001/03/02,其他業
9940,信義,2001/09/17,其他業
9941,裕融,2001/09/17,其他業
9942,茂順,2002/01/28,其他業
9943,好樂迪,2002/08/26,觀光事業
9944,新麗,2002/08/26,其他業
9945,潤泰新,1992/04/30,其他業
9946,三發地產,2013/09/17,建材營造業
9955,佳龍,2008/01/21,其他業
9958,世紀鋼,2008/03/12,鋼鐵工業
